student_id,practice_hours,attendance,assignments_completed,final_score,passed,high_attendance,risk_score,risk_level
47,6.424697306422442,66.5784498671276,5,75.46868972461922,True,False,12.02646503986172,medium
48,5.036593455023418,76.0336201235769,10,80.139032739435,True,False,7.189913962926931,low
49,10.554937055649656,71.94557301525234,7,89.35629455260741,True,False,9.6163280954243,low
50,2.9565347705303373,51.08060399401652,5,61.40160103379554,True,False,16.675818801795042,medium
51,3.798714834651516,91.31459620971788,10,83.08824869957061,True,True,2.6056211370846367,low
52,1.1030717765140772,94.80803859198834,10,83.81714895424807,True,True,1.5575884224034993,low
53,12.016941285029937,57.01245444993054,6,75.46217462040099,True,False,14.496263665020837,medium
54,10.30791199228845,77.70180717695247,3,83.51098045241082,True,False,9.48945784691426,low
55,10.872315300768692,55.42878705677218,7,87.42054712297701,True,False,14.571363882968345,medium
56,11.93020643430755,83.61200465199059,7,97.708487197202,True,True,6.116398604402823,low
57,7.424820857536759,64.06168919195042,4,73.71790153522306,True,False,13.181493242414874,medium
58,8.962376743340513,82.97113173459509,8,81.36511587960715,True,True,5.908660479621473,low
59,2.957157973787204,86.34973071434413,9,79.1203050316246,True,True,4.49508078569676,low
60,2.603421029503628,88.43237459588285,3,76.7533972935507,True,True,6.270287621235146,low
61,10.357641465066605,55.38704729779483,8,79.07155846253453,True,False,14.183885810661552,medium
62,7.595346886003855,95.8005922568804,4,88.25765534772067,True,True,3.659822322935878,low
63,8.913305490736644,61.51069954474404,8,83.01831249741315,True,False,12.346790136576788,medium
64,11.709984003824358,51.87062780880899,6,85.93599523261891,True,False,16.038811657357304,medium
65,9.886056480008271,77.74262346957417,3,78.38630451389449,True,False,9.47721295912775,low
66,8.750111609211942,68.54611419312194,10,87.33952670953096,True,False,9.436165742063418,low
67,8.82890025043579,91.48948715662064,4,92.44484538873942,True,True,4.9531538530138075,low
68,5.255301372876571,90.4125736032151,7,84.15467304293374,True,True,4.076227919035472,low
69,1.4314496839511517,65.85694464113577,4,69.70441839721154,True,False,12.64291660765927,medium
70,7.114043449253073,97.64496975348725,10,98.08341050639297,True,True,0.7065090739538263,low
71,4.004185419473409,64.54589190700594,8,75.34236992008287,True,False,11.436232427898219,medium
72,6.719401012144906,75.75285646158572,9,92.95638927659763,True,False,7.674143061524283,low
73,12.947643025754326,62.79825452838014,6,94.26363699017234,True,False,12.760523641485957,medium
74,4.27515280211477,96.80217850244816,6,83.02836751488425,True,True,2.559346449265553,low
75,1.816238383646924,58.23039087910091,8,64.615338911219,True,False,13.330882736269727,medium
76,4.939374488307951,52.245530969616446,9,74.24254804247002,True,False,14.726340709115066,medium
77,5.110312608733571,71.7548530001519,9,75.72737565537051,True,False,8.873544099954431,low
78,10.26683120617653,99.61877820279184,3,95.01969223911355,True,True,2.914366539162447,low
79,8.798450132777898,94.5838633127457,8,86.75057304455684,True,True,2.424841006176288,low
80,11.974574927489789,87.43040097284745,3,95.20578927402464,True,True,6.570879708145765,low
81,10.300389564583426,94.53962454392624,5,90.93262475991432,True,True,3.638112636822129,low
82,6.689416060160987,94.67233198489316,9,94.74785861396236,True,True,1.9983004045320514,low
83,12.396285385324486,75.94291801932245,5,96.23078791179812,True,False,9.217124594203266,low
84,3.3376208787078547,65.79645259153965,9,82.39639613288855,True,False,10.661064222538105,medium
85,1.317969023874047,88.6006216055494,6,73.0989514167657,True,True,5.019813518335178,low
86,2.2606700508589848,83.08306315838806,4,59.56223963847828,False,True,7.606409160940099,low
87,11.113030908350304,68.6828864436855,5,87.11853301730613,True,False,11.395134066894348,medium
88,7.466281223519424,54.72333340307576,7,71.98650044659341,True,False,14.782999979077271,medium
89,3.257804906470425,87.33948056745129,9,75.88798319620751,True,True,4.198155829764613,low
90,8.01462685144709,63.12302579614323,7,88.87346574403715,True,False,12.26309226115703,medium
91,3.132369437984358,96.84065752668896,10,85.22875703112162,True,True,0.9478027419933127,low
92,10.748485251088304,62.04852875028424,9,87.38869317239809,True,False,11.785441374914727,medium
93,7.24618785803643,56.1378966205743,9,75.58135696803265,True,False,13.558631013827709,medium
94,6.334297165350755,91.55563360624532,7,84.38856177931952,True,True,3.733309918126403,low
95,5.221169248070272,57.6642158312247,5,63.88617633107622,True,False,14.700735250632588,medium
96,9.823956303664438,58.96341540788696,6,79.94504322414993,True,False,13.91097537763391,medium
97,6.065376547747466,79.96913957604218,3,76.21577362113543,True,False,8.809258127187345,low
98,2.227098870425414,93.72810204187324,5,77.27633286706532,True,True,3.8815693874380273,low
99,2.6520826296872144,59.82173328572866,10,74.62944725677241,True,False,12.053480014281401,medium
100,14.466567303693203,65.51618364500474,6,85.08901662749369,True,False,11.945144906498577,medium
