student_id,practice_hours,attendance,assignments_completed,final_score,passed,high_attendance,risk_score
58,8.962376743340513,82.97113173459509,8,81.36511587960715,True,True,14.811547306161964
59,2.9571579737872042,86.34973071434413,9,79.1203050316246,True,True,9.460107714262346
60,2.603421029503628,88.43237459588285,3,76.7533972935507,True,True,32.627050161646864
61,10.357641465066603,55.38704729779483,8,79.07155846253453,True,False,25.845181080882067
62,7.595346886003855,95.80059225688039,4,88.25765534772067,True,True,25.679763097247843
63,8.913305490736644,61.51069954474404,8,83.01831249741315,True,False,23.395720182102384
64,11.709984003824358,51.87062780880899,6,85.93599523261891,True,False,35.251748876476405
65,9.886056480008271,77.74262346957417,3,78.38630451389449,True,False,36.90295061217033
66,8.750111609211942,68.54611419312194,10,87.33952670953096,True,False,12.581554322751225
67,8.82890025043579,91.48948715662065,4,92.44484538873942,True,True,27.404205137351738
68,5.255301372876571,90.4125736032151,7,84.15467304293374,True,True,15.834970558713962
69,1.4314496839511517,65.85694464113577,4,69.70441839721154,True,False,37.657222143545695
70,7.114043449253073,97.64496975348725,10,98.08341050639297,True,True,0.9420120986051018
71,4.004185419473409,64.54589190700594,8,75.34236992008287,True,False,22.181643237197626
72,6.719401012144906,75.75285646158572,9,92.95638927659765,True,False,13.698857415365712
73,12.947643025754326,62.79825452838014,6,94.26363699017234,True,False,30.880698188647944
74,4.2751528021147704,96.80217850244816,6,83.02836751488425,True,True,17.279128599020737
75,1.8162383836469242,58.23039087910091,8,64.615338911219,True,False,24.70784364835964
76,4.939374488307951,52.245530969616446,9,74.24254804247002,True,False,23.101787612153423
77,5.110312608733571,71.7548530001519,9,75.72737565537051,True,False,15.298058799939241
78,10.26683120617653,99.61877820279184,3,95.01969223911355,True,True,28.152488718883262
79,8.798450132777898,94.5838633127457,8,86.75057304455684,True,True,10.166454674901718
80,11.974574927489789,87.43040097284745,3,95.20578927402464,True,True,33.02783961086102
81,10.300389564583426,94.53962454392624,5,90.93262475991433,True,True,22.184150182429505
82,6.689416060160987,94.67233198489316,9,94.74785861396236,True,True,6.131067206042735
83,12.396285385324486,75.94291801932245,5,96.23078791179813,True,False,29.62283279227102
84,3.3376208787078547,65.79645259153965,9,82.39639613288855,True,False,17.68141896338414
85,1.3179690238740467,88.6006216055494,6,73.0989514167657,True,True,20.559751357780236
86,2.2606700508589848,83.08306315838806,4,59.562239638478275,False,True,31.029430953557814
87,11.113030908350304,68.6828864436855,5,87.11853301730613,True,False,32.526845422525795
88,7.466281223519424,54.72333340307576,7,71.98650044659341,True,False,30.110666638769697
89,3.257804906470425,87.33948056745129,9,75.88798319620751,True,True,9.064207773019485
90,8.01462685144709,63.12302579614323,7,88.87346574403715,True,False,26.750789681542706
91,3.132369437984358,96.84065752668897,10,85.22875703112162,True,True,1.2637369893244115
92,10.748485251088304,62.048528750284234,9,87.38869317239809,True,False,19.180588499886305
93,7.24618785803643,56.1378966205743,9,75.58135696803265,True,False,21.54484135177028
94,6.334297165350755,91.55563360624531,7,84.38856177931952,True,True,15.377746557501876
95,5.221169248070272,57.6642158312247,5,63.88617633107622,True,False,36.934313667510125
96,9.823956303664438,58.963415407886956,6,79.94504322414993,True,False,32.41463383684522
97,6.065376547747466,79.96913957604218,3,76.21577362113543,True,False,36.01234416958313
98,2.227098870425414,93.72810204187323,5,77.27633286706532,True,True,22.50875918325071
99,2.6520826296872144,59.82173328572866,10,74.62944725677241,True,False,16.071306685708535
100,14.466567303693203,65.51618364500474,6,85.08901662749369,True,False,29.793526541998105
